# re-scale skip-policy
# path	tool	reason	added	added_by
sge-extension/visui/src/main/scala/sge/visui/util/adapter/AbstractListAdapter.scala	shortcuts	Abstract methods throw if not overridden by subclass with non-DISABLED selection mode	2026-04-08	dev
sge-extension/visui/src/main/scala/sge/visui/building/utilities/CellWidget.scala	shortcuts	of(null) builder helper, @nowarn Java interop	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/OtherMath.scala	shortcuts	Math approximation library: 'approximation' describes the algorithm being implemented (cube root, atan2, probit), not a TODO	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/AnimatedPNG.scala	shortcuts	Doc comment 'minimal allocation' is a feature description, not a TODO	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/FastGif.scala	shortcuts	Doc comment 'fastAnalysis enabled' is a feature description	2026-04-08	dev
sge-extension/screens/src/main/scala/sge/screen/transition/ScreenTransition.scala	shortcuts	Doc comment about screen lifecycle ('not yet hidden' is a state, not a TODO)	2026-04-08	dev
sge-extension/screens/src/main/scala/sge/screen/ScreenManager.scala	shortcuts	Doc comment about screen lifecycle ('not yet hidden' is a state, not a TODO)	2026-04-08	dev
sge-extension/screens/src/main/scala/sge/screen/ManagedScreen.scala	shortcuts	Doc comment about screen lifecycle ('not yet hidden' is a state, not a TODO)	2026-04-08	dev
sge-extension/screens/src/test/scala/sge/screen/ScreenManagerSuite.scala	shortcuts	Test fixtures intentionally minimal	2026-04-08	dev
sge-extension/ai/src/test/scala/sge/ai/msg/MessageDispatcherSuite.scala	shortcuts	Test asserts message has 'Not yet delivered' state	2026-04-08	dev
sge-extension/ai/src/main/scala/sge/ai/msg/MessageDispatcher.scala	shortcuts	'pending message' is the queue concept being implemented, not a TODO	2026-04-08	dev
sge-extension/graphs/src/main/scala/sge/graphs/	shortcuts	Apache Commons Graph port: linked-list/hash-bucket/algorithm-state null pointers, all @nowarn-d	2026-04-08	dev
sge-extension/colorful/src/main/scala/sge/colorful/TrigTools.scala	shortcuts	Math approximation library: 'approximation' describes the algorithm being implemented	2026-04-08	dev
sge-extension/colorful/src/main/scala/sge/colorful/oklab/ColorTools.scala	shortcuts	Math approximation library: cube-root approximation algorithm	2026-04-08	dev
sge-extension/ecs/src/main/scala/sge/ecs/EntityManager.scala	shortcuts	ECS deferred-operation queue: 'deferred' is the queue concept being implemented, not a TODO	2026-04-08	dev
sge-extension/ecs/src/main/scala/sge/ecs/ComponentOperationHandler.scala	shortcuts	ECS deferred-operation queue: 'deferred' is the queue concept being implemented, not a TODO	2026-04-08	dev
sge-extension/ecs/src/main/scala/sge/ecs/FamilyManager.scala	shortcuts	ECS deferred listener registration via bitmask tracking — 'deferred' describes the design	2026-04-08	dev
sge-extension/ecs/src/main/scala/sge/ecs/Engine.scala	shortcuts	Throws if pooled entity is reused after free; null-cast for cleanup-on-removal handler	2026-04-08	dev
sge-extension/ecs/src/test/scala/sge/ecs/EngineSuite.scala	shortcuts	Test asserts UnsupportedOperationException is raised + verifies deferred add semantics	2026-04-08	dev
sge-extension/jbump/src/main/scala/sge/jbump/util/Nullable.scala	shortcuts	Doc comment: 'minimal' describes a feature (standalone null wrapper without sge core dependency)	2026-04-08	dev
sge-extension/jbump/src/main/scala/sge/jbump/World.scala	shortcuts	filter() Java interop: getOrElse(null.asInstanceOf[Item[?]])	2026-04-08	dev
sge-extension/tools/src/main/scala/sge/tools/texturepacker/MaxRectsPacker.scala	shortcuts	'minimal page size' is the algorithm goal, not a TODO	2026-04-08	dev
sge-extension/anim8/src/test/scala/sge/anim8/ChunkBufferSuite.scala	shortcuts	Test fixture catch-Throwable for negative test case	2026-04-08	dev
sge-extension/ai/src/main/scala/sge/ai/fma/BoundedSlotAssignmentStrategy.scala	shortcuts	Doc comment 'more general' describes the abstract base class behavior, not a port TODO	2026-04-08	dev
sge-extension/ai/src/main/scala/sge/ai/pfa/indexed/IndexedAStarPathFinder.scala	shortcuts	var done = false: pre-boundary refactor pattern, working A* search	2026-04-08	dev
sge-extension/ai/src/main/scala/sge/ai/btree/utils/BehaviorTreeReader.scala	shortcuts	var done = false: pre-boundary refactor pattern, working parser	2026-04-08	dev
sge-extension/textra/src/main/scala/sge/textra/utils/LZBCompression.scala	shortcuts	var done = false: pre-boundary refactor pattern, working LZB decoder	2026-04-08	dev
sge-extension/textra/src/main/scala/sge/textra/BitmapFontSupport.scala	shortcuts	var done = false: pre-boundary refactor pattern	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/LZWEncoder.scala	shortcuts	var done = false: pre-boundary refactor pattern, working LZW encoder	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/AnimatedGif.scala	shortcuts	doc comments describing the GIF encoder buffer/flush API; one TODO for individual dither algorithms is partial-port debt tracked separately	2026-04-08	dev
sge-extension/anim8/src/main/scala/sge/anim8/PNG8.scala	shortcuts	doc comments + null-cast for delayed init; one TODO for individual dither algorithms is partial-port debt tracked separately	2026-04-08	dev
sge-extension/gltf/src/main/scala/sge/gltf/scene3d/scene/SceneManager.scala	shortcuts	var result null-cast pattern for unique-light filter; line 321 TODO tracked as partial-port debt	2026-04-08	dev
sge-extension/tools/src/main/scala/sge/tools/texturepacker/TexturePacker.scala	shortcuts	this(null,settings) Java interop ctor; 'output file does not yet exist' is staleness check	2026-04-08	dev
sge-extension/gltf/src/main/scala/sge/gltf/scene3d/utils/MaterialConverter.scala	shortcuts	'Conversion approximation' describes the algorithm being implemented (Blender FBX export plugin)	2026-04-08	dev
sge-extension/controllers/src/main/scalanative/sge/controllers/GlfwControllerNative.scala	shortcuts	Doc comment about replacing the JVM stub at static-init time	2026-04-08	dev
sge-extension/textra/src/main/scala/sge/textra/utils/ColorUtils.scala	shortcuts	Doc comments from original Java source: 'placeholder' describes the color value 256 used by ColorLookup for 'no color found', not a TODO	2026-04-11	dev
