# SGE Audit Database
# file_path	package	status	tested	last_audited	notes	source
AssetErrorListener.scala	assets	pass	no	2026-03-19	1/1 method (100%).	libgdx
AssetLoaderParameters.scala	assets	pass	no	2026-03-19	1/1 field, 1/1 inner type (100%).	libgdx
AssetLoadingTask.scala	assets	pass	no	2026-03-19	8/8 methods and fields (100%).	libgdx
AssetManager.scala	assets	pass	no	2026-03-19	All ~35 public methods ported (100%). `RefCountedContainer` inner class in companion object.; test: full lifecycle (load, update, unload, finishLoading, getProgress)	libgdx
AudioDevice.scala	audio	pass	no	2026-03-19	All 7 interface methods accounted for. `dispose()` inherited via `Closeable.close()`.	libgdx
AudioRecorder.scala	audio	pass	no	2026-03-19	All 2 interface methods accounted for. `dispose()` inherited via `Closeable.close()`.	libgdx
AudioUtils.scala	audio	pass	yes	2026-03-19	SGE-original utility. `panToStereoVolumes` converts `Pan` + `Volume` to left/right channel volumes.	libgdx
Music.scala	audio	pass	no	2026-03-19	All 11 interface methods + inner `OnCompletionListener` accounted for.	libgdx
Pan.scala	audio	pass	yes	2026-03-19	SGE-original opaque type wrapping `Float`, range [-1, 1].	libgdx
Pitch.scala	audio	pass	no	2026-03-19	SGE-original opaque type wrapping `Float`, range [0.5, 2.0].	libgdx
Position.scala	audio	pass	no	2026-03-19	SGE-original opaque type wrapping `Float`, range [0, +inf).	libgdx
Sound.scala	audio	pass	no	2026-03-19	All 15 interface methods accounted for.	libgdx
SoundId.scala	audio	pass	no	2026-03-19	SGE-original opaque type wrapping `Long`.	libgdx
Volume.scala	audio	pass	yes	2026-03-19	SGE-original opaque type wrapping `Float`, range [0, 1].	libgdx
FileHandles.scala	files	pass	no	2026-03-19	All public instance methods ported. Static factory methods `tempFile`/`tempDirectory` intentionally omitted (desktop-only utilities). Convenience constructors omitted (only `(File, FileType)` primary constructor remains). `FileHandleStream` merged into this file.	libgdx
FileType.scala	files	pass	no	2026-03-19	All 5 enum values (Classpath, Internal, External, Absolute, Local) faithfully ported.	libgdx
Batch.scala	graphics.g2d	pass	no	2026-03-19	All 30+ interface methods present. All 20 vertex index constants (`X1..V4`) in companion object. `setShader` takes `Nullable[ShaderProgram]` instead of nullable `ShaderProgram`.	libgdx
BitmapFont.scala	graphics.g2d	pass	no	2026-03-19	All main `BitmapFont` methods present: 5 `draw` overloads, `getColor`, `setColor`, `getScaleX/Y`, `getRegion(s)`, `getLineHeight`, `getSpaceXadvance`, `getXHeight`, `getCapHeight`, `getAscent`, `getDescent`, `isFlipped`, `close`, `setFixedWidthGlyphs`, `setUseIntegerPositions`, `usesIntegerPositions`, `getCache`, `getData`, `ownsTexture/setOwnsTexture`, `newFontCache`, `toString`. Inner class `Glyph` fully ported. `BitmapFontData` is a separate top-level class with all methods: `load`, `setGlyphRegion`, `getGlyphs`, `getWrapIndex`, `isBreakChar`, `getImagePath`, `getImagePaths`, `getFontFile`, `setScale(2)`, `scale`.	libgdx
BitmapFontCache.scala	graphics.g2d	pass	no	2026-03-19	All public methods present: `setPosition`, `translate`, `tint`, `setAlphas`, `setColors(5)`, `getColor`, `setColor(2)`, `draw(3)`, `clear`, `setText(5)`, `addText(5)`, `getX`, `getY`, `getFont`, `setUseIntegerPositions`, `usesIntegerPositions`, `getPageCount`, `getVertices(2)`, `getVertexCount`, `getLayouts`.	libgdx
CpuSpriteBatch.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 3 constructors, `flushAndSyncTransformMatrix`, `getTransformMatrix`, `setTransformMatrix(Matrix4)`, `setTransformMatrix(Affine2)`, all 13 `draw` overrides. Companion object helpers for affine math.	libgdx
DistanceFieldFont.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 7 constructors, `load` override, `newFontCache`, `getDistanceFieldSmoothing`, `setDistanceFieldSmoothing`, `createDistanceFieldShader` (in companion). Inner class `DistanceFieldFontCache` fully ported. Vertex shader includes `v_texCoords` assignment.	libgdx
Gdx2DPixmap.scala	graphics.g2d	pass	no	2026-03-19	All instance methods present: 5 constructors, `close`, `clear`, `setPixel`, `getPixel`, `drawLine`, `drawRect`, `drawCircle`, `fillRect`, `fillCircle`, `fillTriangle`, `drawPixmap(2)`, `setBlend`, `setScale`, `getGLInternalFormat`, `getGLFormat`, `getGLType`, `getFormatString`, `getPixels`, `getHeight`, `getWidth`, `getFormat`. Companion object has all constants and `toGlFormat`/`toGlType`.	libgdx
GlyphLayout.scala	graphics.g2d	minor_issues	no	2026-03-19	All public methods present: 3 constructors, `setText(3)`, `reset`, `toString`. Inner class `GlyphRun` fully ported with `appendRun`, `reset`, `toString`.; `minor`: Raw `null` for `lineRun`/`lastGlyph` local vars in `setText` — hot-loop sentinel with 50+ direct access sites; documented as intentional exception to no-null convention.	libgdx
NinePatch.scala	graphics.g2d	pass	no	2026-03-19	All 9 constructors, all public methods: `draw(2)`, `setColor`, `getColor`, `getLeftWidth/setLeftWidth`, `getRightWidth/setRightWidth`, `getTopHeight/setTopHeight`, `getBottomHeight/setBottomHeight`, `getMiddleWidth/setMiddleWidth`, `getMiddleHeight/setMiddleHeight`, `getTotalWidth`, `getTotalHeight`, `setPadding`, `getPadLeft/setPadLeft`, `getPadRight/setPadRight`, `getPadTop/setPadTop`, `getPadBottom/setPadBottom`, `scale`, `getTexture`. All 9 constants in companion object.	libgdx
ParticleEffectPool.scala	graphics.g2d	pass	no	2026-03-19	All methods present: `newObject`, `free`. Inner class `PooledEffect` with `free` and `reset`.; None — `PooledEffect.reset()` fixed to correctly delegate to pool reset semantics.	libgdx
ParticleEmitter.scala	graphics.g2d	pass	no	2026-03-19	All public methods present: constructors, `setMaxParticleCount`, `addParticle`, `addParticles`, `update`, `draw(2)`, `start`, `reset(2)`, `setPosition`, `setSprites`, `setSpriteMode`, `preAllocateParticles`, `allowCompletion`/`getAllowCompletion`, getters/setters for all value types, `save`, `load`, `setFlip`, `flipYValues`, `getBoundingBox`, `scaleSize(2)`, `scaleMotion`, `matchSize`, `matchXSize`, `matchYSize`, `matchMotion`. All inner classes: `Particle`, `ParticleValue`, `NumericValue`, `RangedNumericValue`, `ScaledNumericValue`, `IndependentScaledNumericValue`, `GradientColorValue`, `SpawnShapeValue`. Enums: `SpawnShape`, `SpawnEllipseSide`, `SpriteMode`.	libgdx
PixmapPacker.scala	graphics.g2d	pass	no	2026-03-19	All public methods present: 3 constructors, `sort`, `pack(2)`, `getPages`, `getRect`, `getPage`, `getPageIndex`, `dispose`, `generateTextureAtlas`, `updateTextureAtlas(2)`, `updateTextureRegions`, `updatePageTextures`, getters/setters for all properties. Inner types: `PackStrategy`, `Page`, `Bounds`, `PixmapPackerRectangle`, `GuillotineStrategy`, `GuillotinePage`, `SkylineStrategy`, `SkylinePage`. Also has `getTransparentColor`/`setTransparentColor`, `getSplitPoint`, `getSplits`, `getPads`.; None — `SkylineStrategy`/`SkylinePage` inner classes implemented.	libgdx
PixmapPackerIO.scala	graphics.g2d	pass	no	2026-03-19	All methods present: `save(2)`. Inner types: `ImageFormat` enum with `CIM`/`PNG`, `SaveParameters` class.	libgdx
PolygonBatch.scala	graphics.g2d	pass	no	2026-03-19	All 4 interface methods present: `draw(PolygonRegion,x,y)`, `draw(PolygonRegion,x,y,w,h)`, `draw(PolygonRegion,x,y,originX,originY,w,h,scaleX,scaleY,rotation)`, `draw(Texture,polygonVertices,...)`.	libgdx
PolygonRegion.scala	graphics.g2d	pass	no	2026-03-19	All methods present: constructor, `getVertices`, `getTriangles`, `getTextureCoords`, `getRegion`.	libgdx
PolygonRegionLoader.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 2 constructors, `load(AssetManager,...)` fully implemented using `AssetManager.apply()` and `getDependencies()`, `getDependencies`, `load(TextureRegion,FileHandle)`. Inner class `PolygonRegionParameters`.	libgdx
PolygonSprite.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 2 constructors, `set`, `setBounds`, `setSize`, `setPosition`, `setX`, `setY`, `translateX`, `translateY`, `translate`, `setColor(2)`, `setOrigin`, `setRotation`, `rotate`, `setScale(2)`, `scale`, `getVertices`, `getBoundingRectangle`, `draw(2)`, all getters. `setRegion`, `getRegion`.	libgdx
PolygonSpriteBatch.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 4 constructors, all `PolygonBatch` and `Batch` interface methods, `flush`, `disableBlending`/`enableBlending`, `setBlendFunction`/`setBlendFunctionSeparate`, all blend getters, `close`, `getProjectionMatrix`/`setProjectionMatrix`, `getTransformMatrix`/`setTransformMatrix`, `setShader`, `getShader`, `isBlendingEnabled`, `isDrawing`. Public fields: `renderCalls`, `totalRenderCalls`, `maxTrianglesInBatch`.	libgdx
RepeatablePolygonSprite.scala	graphics.g2d	pass	no	2026-03-19	All methods present: `setPolygon(2)`, `draw`, `setColor`, `setPosition`. Private methods: `snapToGrid`, `offset`, `buildVertices`. Uses `Intersector.intersectPolygons` for proper polygon intersection.	libgdx
Sprite.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 7 constructors, `set`, `setBounds`, `setSize`, `setPosition`, `setOriginBasedPosition`, `setX`, `setY`, `setCenterX`, `setCenterY`, `setCenter`, `translateX`, `translateY`, `translate`, `setColor(2)`, `setAlpha`, `setPackedColor`, `setOrigin`, `setOriginCenter`, `setRotation`, `getRotation`, `rotate`, `rotate90`, `setScale(2)`, `scale`, `getVertices`, `getBoundingRectangle`, `draw(2)`, all getters, `setRegion` override, `setU/V/U2/V2` overrides, `setFlip`, `flip` override, `scroll` override. Companion object has `VERTEX_SIZE`, `SPRITE_SIZE`, vertex index constants.	libgdx
SpriteBatch.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 3 constructors, all `Batch` interface methods fully implemented: `begin`, `end`, `setColor(2)`, `getColor`, `setPackedColor`, `getPackedColor`, all 13 `draw` overloads, `flush`, `disableBlending`/`enableBlending`, `setBlendFunction`/`setBlendFunctionSeparate`, blend getters, `close`, `getProjectionMatrix`/`setProjectionMatrix`, `getTransformMatrix`/`setTransformMatrix`, `setShader`, `getShader`, `isBlendingEnabled`, `isDrawing`. `createDefaultShader` in companion.	libgdx
SpriteCache.scala	graphics.g2d	pass	no	2026-03-19	All methods present: 3 constructors, `setColor(2)`, `getColor`, `setPackedColor`, `getPackedColor`, `beginCache(2)`, `endCache`, `clear`, `add(8 overloads)`, `begin`, `end`, `draw(2)`, `close`, `getProjectionMatrix`/`setProjectionMatrix`, `getTransformMatrix`/`setTransformMatrix`, `setShader`, `getCustomShader`, `isDrawing`. Inner class `Cache`. `createDefaultShader` in companion.	libgdx
TextureAtlas.scala	graphics.g2d	pass	no	2026-03-19	All public methods present: 7 constructors, `load`, `addRegion(2)`, `getRegions`, `findRegion(2)`, `findRegions`, `createSprites(2)`, `createSprite(2)`, `createPatch`, `getTextures`, `close`. Inner types: `TextureAtlasData` with `load`, `getPages`, `getRegions`, `readEntry`, `Field`, `Page`, `Region`. `AtlasRegion` with `flip` override, `getRotatedPackedWidth/Height`, `findValue`, `toString`. `AtlasSprite` with all override methods.	libgdx
TextureRegion.scala	graphics.g2d	pass	no	2026-03-19	All constructors present (7). All instance methods: `setRegion(5)`, `getTexture`, `setTexture`, `getU/setU`, `getV/setV`, `getU2/setU2`, `getV2/setV2`, `getRegionX/setRegionX`, `getRegionY/setRegionY`, `getRegionWidth/setRegionWidth`, `getRegionHeight/setRegionHeight`, `flip`, `flipX`, `flipY`, `scroll`, `split(Int,Int)`. Companion has `split(Texture,...)`, `createSubRegion`, `splitWithMargins`.	libgdx
BlendingAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 4 fields (`blended`, `sourceFunction`, `destFunction`, `opacity`), `Alias`, `Type`, `is()`, 6 constructors, `copy`, `hashCode`, `compare` accounted for.	libgdx
ColorAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 7 alias/type pairs (`Diffuse`, `Specular`, `Ambient`, `Emissive`, `Reflection`, `AmbientLight`, `Fog`), `Mask`, `is()`, 14 factory methods (7 Color overloads + 7 RGBA overloads), 4 constructors, `copy`, `hashCode`, `compare` accounted for.	libgdx
CubemapAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All fields (`textureDescription`), `EnvironmentMapAlias`, `EnvironmentMap`, `Mask`, `is()`, 3 constructors (type-only, type+Cubemap, copy), `copy`, `hashCode`, `compare` accounted for.	libgdx
DepthTestAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 4 fields (`depthFunc`, `depthRangeNear`, `depthRangeFar`, `depthMask`), `Alias`, `Type`, `Mask`, `is()`, 8 constructors (including copy), `copy`, `hashCode`, `compare` accounted for.	libgdx
DirectionalLightsAttribute.scala	graphics.g3d.attributes	minor_issues	no	2026-03-19	All fields (`lights`), `Alias`, `Type`, `is()`, 2 constructors, `copy`, `hashCode`, `compare` accounted for.; 1 -- `FIXME implement comparing` (same as Java source)	libgdx
FloatAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 2 constants (`Shininess`, `AlphaTest`), 2 aliases, 2 factory methods, `copy`, `hashCode`, `compare` accounted for.	libgdx
IntAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 1 constant (`CullFace`), 1 alias, 1 factory method (`createCullFace`), `copy`, `hashCode`, `compare` accounted for.	libgdx
PointLightsAttribute.scala	graphics.g3d.attributes	minor_issues	no	2026-03-19	All fields (`lights`), `Alias`, `Type`, `is()`, 2 constructors, `copy`, `hashCode`, `compare` accounted for.; 1 -- `FIXME implement comparing` (same as Java source)	libgdx
SpotLightsAttribute.scala	graphics.g3d.attributes	minor_issues	no	2026-03-19	All fields (`lights`), `Alias`, `Type`, `is()`, 2 constructors, `copy`, `hashCode`, `compare` accounted for.; 1 -- `FIXME implement comparing` (same as Java source)	libgdx
TextureAttribute.scala	graphics.g3d.attributes	pass	no	2026-03-19	All 7 alias/type pairs (`Diffuse`, `Specular`, `Bump`, `Normal`, `Ambient`, `Emissive`, `Reflection`), `Mask`, `is()`, 14 factory methods (7 Texture + 7 TextureRegion), 6 fields (`textureDescription`, `offsetU`, `offsetV`, `scaleU`, `scaleV`, `uvIndex`), `set(TextureRegion)`, `copy`, `hashCode`, `compare` accounted for.	libgdx
CameraGroupStrategy.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
Decal.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
DecalBatch.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
DecalMaterial.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
GroupPlug.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
GroupStrategy.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
PluggableGroupStrategy.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
SimpleOrthoGroupStrategy.scala	graphics.g3d.decals	pass	no	2026-03-19		libgdx
AmbientCubemap.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
BaseLight.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
DirectionalLight.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
DirectionalShadowLight.scala	gltf.scene3d.lights	pass	no	2026-03-31		gdx-gltf
PointLight.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
ShadowMap.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
SphericalHarmonics.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
SpotLight.scala	graphics.g3d.environment	pass	no	2026-03-19		libgdx
G3dModelJson.scala	graphics.g3d.loader	pass	no	2026-03-19	Typed JSON DTOs for .g3dj format: G3dModelJson, G3dMeshJson, G3dMeshPartJson,	libgdx
G3dModelLoader.scala	graphics.g3d.loader	pass	no	2026-03-19	All methods present: `parseModel`, `parseMeshes`, `parseType`, `parseAttributes`,	libgdx
ObjLoader.scala	graphics.g3d.loader	pass	no	2026-03-19	All public methods present: `loadModel(FileHandle, Boolean)`, `loadModelData`; 1 — test: decode a real .obj/.mtl file end-to-end (inherited from audit, not a code issue)	libgdx
ModelAnimation.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (id, nodeAnimations).	libgdx
ModelData.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields and methods present (id, version, meshes, materials, nodes, animations, addMesh).	libgdx
ModelMaterial.scala	graphics.g3d.model.data	pass	no	2026-04-18	All Java public fields present (id, materialType, ambient, diffuse, specular, emissive, reflection, shininess, opacity, textures). Inner enum MaterialType ported. Re-verified 2026-04-18.	libgdx
ModelMesh.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (id, attributes, vertices, parts).	libgdx
ModelMeshPart.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (id, indices, primitiveType).	libgdx
ModelNode.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (id, translation, rotation, scale, meshId, parts, children).	libgdx
ModelNodeAnimation.scala	graphics.g3d.model.data	pass	no	2026-03-19	"All Java public fields present (nodeId, translation, rotation, scaling).; FIXME from Java preserved (""should be nodeId"" — already named `nodeId` in both Java and Scala)"	libgdx
ModelNodeKeyframe.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (keytime, value).	libgdx
ModelNodePart.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields present (materialId, meshPartId, bones, uvMapping).	libgdx
ModelTexture.scala	graphics.g3d.model.data	pass	no	2026-03-19	All Java public fields and constants present (id, fileName, uvTranslation, uvScaling, usage, USAGE_UNKNOWN through USAGE_REFLECTION).	libgdx
Animation.scala	graphics.g3d.model	pass	no	2026-03-19	All Java public fields present (id, duration, nodeAnimations).	libgdx
MeshPart.scala	graphics.g3d.model	pass	no	2026-03-19	All Java public methods and fields present. Constructors (no-arg, 5-arg, copy) all present. `set(MeshPart)`, `set(5-arg)`, `update()`, `equals(MeshPart)`, `equals(Any)`, `render(ShaderProgram, Boolean)`, `render(ShaderProgram)` all present.; None — non-standard `hashCode()` override removed; `equals`/`hashCode` contract now consistent with Java source.	libgdx
Node.scala	graphs	pass	yes	2026-03-30	All Java public methods and fields present. Static `getNode` correctly in companion object.; FIXME comment preserved from Java (id uniqueness question)	simple-graphs
NodeAnimation.scala	graphics.g3d.model	pass	no	2026-03-19	All Java public fields present (node, translation, rotation, scaling).	libgdx
NodeKeyframe.scala	graphics.g3d.model	pass	no	2026-03-19	All Java public fields present (keytime, value). Constructor matches Java.	libgdx
NodePart.scala	graphics.g3d.model	pass	no	2026-03-19	"All Java public methods and fields present (meshPart, material, invBoneBindTransforms, bones, enabled, constructors, setRenderable, copy, set).; FIXME from Java preserved (""add copy constructor and override #equals"")"	libgdx
BillboardParticleBatch.scala	graphics.g3d.particles.batches	pass	no	2026-03-19		libgdx
BufferedParticleBatch.scala	graphics.g3d.particles.batches	pass	no	2026-03-19		libgdx
ModelInstanceParticleBatch.scala	graphics.g3d.particles.batches	pass	no	2026-03-19		libgdx
ParticleBatch.scala	graphics.g3d.particles.batches	pass	no	2026-03-19		libgdx
PointSpriteParticleBatch.scala	graphics.g3d.particles.batches	pass	no	2026-03-19		libgdx
Emitter.scala	graphics.g3d.particles.emitters	pass	no	2026-03-19		libgdx
RegularEmitter.scala	graphics.g3d.particles.emitters	pass	no	2026-03-19		libgdx
ColorInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
DynamicsInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
DynamicsModifier.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
Influencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
ModelInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
ParticleControllerFinalizerInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
ParticleControllerInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-04-18	Functionally complete. Single and Random inner classes fully ported. dispose->close convention. Re-verified 2026-04-18.	libgdx
RegionInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
ScaleInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
SimpleInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
SpawnInfluencer.scala	graphics.g3d.particles.influencers	pass	no	2026-03-19		libgdx
BillboardControllerRenderData.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
BillboardRenderer.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
ModelInstanceControllerRenderData.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
ModelInstanceRenderer.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
ParticleControllerControllerRenderer.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
ParticleControllerRenderData.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
ParticleControllerRenderer.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
PointSpriteControllerRenderData.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
PointSpriteRenderer.scala	graphics.g3d.particles.renderers	pass	no	2026-03-19		libgdx
CylinderSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
EllipseSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
GradientColorValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
LineSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
MeshSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
NumericValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
ParticleValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
PointSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
PrimitiveSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
RangedNumericValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
RectangleSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
ScaledNumericValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
SpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
UnweightedMeshSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
WeightMeshSpawnShapeValue.scala	graphics.g3d.particles.values	pass	no	2026-03-19		libgdx
ParallelArray.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ParticleChannels.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ParticleController.scala	graphics.g3d.particles	pass	no	2026-04-18	All 23 public methods ported. write/read omitted intentionally — SGE uses ResourceData.toJson/fromJson for particle JSON serialization. Documented in migration notes. Re-verified 2026-04-18.	libgdx
ParticleControllerComponent.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ParticleEffect.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ParticleEffectLoader.scala	graphics.g3d.particles	pass	no	2026-04-18	loadAsync, getDependencies, save, loadSync all ported. find() was private in Java, omitted. ParticleEffectLoadParameter and SaveParameter present. Re-verified 2026-04-18.	libgdx
ParticleShader.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ParticleSorter.scala	graphics.g3d.particles	pass	no	2026-04-18	All methods ported. setCamera() replaced by public var camera (Scala property idiom). None and Distance inner classes complete. Re-verified 2026-04-18.	libgdx
ParticleSystem.scala	graphics.g3d.particles	pass	no	2026-03-19		libgdx
ResourceData.scala	graphics.g3d.particles	pass	no	2026-04-18	All functionality ported. write/read replaced by toJson/fromJson (SGE JSON architecture). SaveData inner class complete. Re-verified 2026-04-18.	libgdx
BaseShader.scala	graphics.g3d.shaders	pass	no	2026-03-19		libgdx
DefaultShader.scala	graphics.g3d.shaders	pass	no	2026-03-19		libgdx
DepthShader.scala	graphics.g3d.shaders	pass	no	2026-03-19		libgdx
ArrowShapeBuilder.scala	graphics.g3d.utils.shapebuilders	pass	no	2026-03-19	Full — single `build` method ported.	libgdx
BaseShapeBuilder.scala	graphics.g3d.utils.shapebuilders	pass	no	2026-03-19	Full — all fields, pools, and methods ported.	libgdx
BoxShapeBuilder.scala	graphics.g3d.utils.shapebuilders	pass	no	2026-03-19	Full — all 6 `build` overloads ported.	libgdx
CapsuleShapeBuilder.scala	graphics.g3d.utils.shapebuilders	pass	no	2026-03-19	Full — single `build` method ported.	libgdx
ConeShapeBuilder.scala	graphics.g3d.utils.shapebuilders	pass	no	2026-03-19	Full — all 3 `build` overloads ported.; None (FIXME comments preserved from Java source)	libgdx
